"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x988037292932653056",2018-04-22 12:50:22,"x25073877","realDonaldTrump","Sleepy Eyes Chuck Todd of Fake News NBC just stated that we have given up so much in our negotiations with North Korea, and they have given up nothing. Wow, we haven’t given up anything &amp; they have agreed to denuclearization (so great for World), site closure, &amp; no more testing!","Twitter for iPhone",,,,FALSE,FALSE,72067,19441,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x988069945761193984",2018-04-22 15:00:07,"x3129056526","JYPETWICE","Happy Birthday CHAEYOUNG

#HappyCHAEYOUNGday https://t.co/3YQOgUhbuz","Twitter Web Client",,,,FALSE,FALSE,51147,28568,"HappyCHAEYOUNGday",,,,,"http://pbs.twimg.com/media/DbZT91WU0AAo5Xs.jpg","https://t.co/3YQOgUhbuz","https://twitter.com/JYPETWICE/status/988069945761193984/photo/1","photo","http://pbs.twimg.com/media/DbZT91WU0AAo5Xs.jpg","https://t.co/3YQOgUhbuz","https://twitter.com/JYPETWICE/status/988069945761193984/photo/1",,,,"en",,,,,,,,,,,,,
"x987704734399188992",2018-04-21 14:48:54,"x169686021","kanyewest","live in love not in fear","Twitter for iPhone",,,,FALSE,FALSE,137671,57891,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x988057678982283264",2018-04-22 14:11:22,"x34743251","SpaceX","Happy #EarthDay https://t.co/wrkH8zKAK3","Twitter for iPhone",,,,FALSE,FALSE,56740,14541,"EarthDay",,,,,"http://pbs.twimg.com/media/DbZJN2-UwAA53fT.jpg","https://t.co/wrkH8zKAK3","https://twitter.com/SpaceX/status/988057678982283264/photo/1","photo","http://pbs.twimg.com/media/DbZJN2-UwAA53fT.jpg","https://t.co/wrkH8zKAK3","https://twitter.com/SpaceX/status/988057678982283264/photo/1",,,,"en",,,,,,,,,,,,,
"x987768453338673152",2018-04-21 19:02:05,"x25073877","realDonaldTrump","Sylvester Stallone called me with the story of heavyweight boxing champion Jack Johnson. His trials and tribulations were great, his life complex and controversial. Others have looked at this over the years, most thought it would be done, but yes, I am considering a Full Pardon!","Twitter for iPhone",,,,FALSE,FALSE,86760,19070,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987699874362675201",2018-04-21 14:29:35,"x169686021","kanyewest","I don't subscribe the term and concept of God fearing.  That's a dated mentality that was used to control people. We are in the future. If God is love and love it's the opposite of fear then...<f0><U+009F><U+00A4><U+0094><f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F> to fear God makes no sense <f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F><f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F><f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F><f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F><f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F>","Twitter for iPhone",,,,FALSE,FALSE,84957,19177,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987650547376427008",2018-04-21 11:13:34,"x105119490","NiallOfficial","I love seeing this cities I’m in . Makes the whole touring experience so much better . <f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083> very happy","Twitter for iPhone",,,,FALSE,FALSE,97150,20388,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987696355341553665",2018-04-21 14:15:36,"x169686021","kanyewest","I love the way Candace Owens thinks","Twitter for iPhone",,,,FALSE,FALSE,71251,18488,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987596887753740290",2018-04-21 07:40:21,"x36042554","RoyalFamily","Happy 92nd Birthday to Her Majesty The Queen!
#QueensBirthday #HappyBirthdayHerMajesty https://t.co/6FqHbsJmyN","Twitter for iPhone",,,,FALSE,FALSE,70106,17244,"QueensBirthday HappyBirthdayHerMajesty",,,,,"http://pbs.twimg.com/media/DbSmG1sW4AcBwMM.jpg","https://t.co/6FqHbsJmyN","https://twitter.com/RoyalFamily/status/987596887753740290/photo/1","photo","http://pbs.twimg.com/media/DbSmG1sW4AcBwMM.jpg","https://t.co/6FqHbsJmyN","https://twitter.com/RoyalFamily/status/987596887753740290/photo/1",,,,"en",,,,,,,,,,,,,
"x987768240985296896",2018-04-21 19:01:15,"x755113","ShaunKing","I am told this is the clip that Kanye saw and loved. 

It’s sad actually. For him and for her. 

A market has always and will always exist for men and women like this who say what bigoted white folk love to hear. 

They will always have a seat at somebody’s table. https://t.co/TggV6JtW0I","Twitter for iPhone",,,,TRUE,FALSE,11335,4491,,,"twitter.com/realcandaceo/s…","https://t.co/TggV6JtW0I","https://twitter.com/realcandaceo/status/987450257159077888",,,,,,,,,,,"en","x987450257159077888","Black Lives Matter protesters showed up to my @UCLA event to protest. Here is a video clip of me smacking them down with the truth; they’re a bunch of whiny toddlers, pretending to be oppressed for attention. https://t.co/riBA0A3J1I",,,,,,,,,,,
"x987807283672367104",2018-04-21 21:36:23,"x26053643","jimmykimmel","A yr ago today, God gave us this tough little boy. Today, we thank the nurses &amp; doctors at @CedarsSinai &amp; @ChildrensLA who saved his life &amp; those who shared thoughts &amp; prayers. We cannot stay quiet. Please wish Billy happy birthday by REGISTERING TO VOTE! https://t.co/vp1QTi4h9H https://t.co/DXCalxIs94","Twitter for iPhone",,,,FALSE,FALSE,78487,8068,,,"vote.gov","https://t.co/vp1QTi4h9H","https://vote.gov","http://pbs.twimg.com/media/DbVletXVAAAbec6.jpg","https://t.co/DXCalxIs94","https://twitter.com/jimmykimmel/status/987807283672367104/photo/1","photo","http://pbs.twimg.com/media/DbVletXVAAAbec6.jpg","https://t.co/DXCalxIs94","https://twitter.com/jimmykimmel/status/987807283672367104/photo/1",,"x122514150 23006082","CedarsSinai ChildrensLA","en",,,,,,,,,,,,,
"x988091020272259073",2018-04-22 16:23:51,"x65497475","eugenegu","This is the Waffle House hero, James Shaw Jr. He tackled the shooter and saved so many lives in the process. Thank you James. And thank you TriStar Southern Hills Medical Center for your wonderful doctors and nurses who quickly took care of his injuries. https://t.co/kKORfI24G1","Twitter for iPhone",,,,FALSE,FALSE,22189,7506,,,,,,"http://pbs.twimg.com/media/DbZnirKV4AE5VI9.jpg","https://t.co/kKORfI24G1","https://twitter.com/eugenegu/status/988091020272259073/photo/1","photo","http://pbs.twimg.com/media/DbZnirKV4AE5VI9.jpg","https://t.co/kKORfI24G1","https://twitter.com/eugenegu/status/988091020272259073/photo/1",,,,"en",,,,,,,,,,,,,
"x987563689271324672",2018-04-21 05:28:26,"x739784130","Camila_Cabello","“The greatest thing you'll ever learn is just to love, and be loved in return.""","Twitter for iPhone",,,,FALSE,FALSE,106188,36376,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x988052411918012417",2018-04-22 13:50:26,"x2521546890","DavidPriess","Each president in this photo did things I disagreed with politically. Quite a lot, in fact, for most of them.

And yet I never doubted that every single one of them acted based on core values, including love of country—not, primarily, love of self. https://t.co/N19fV1zPoD","Twitter for iPhone",,,,FALSE,FALSE,24863,6176,,,,,,"http://pbs.twimg.com/media/DbZEa0HXkAACyvv.jpg","https://t.co/N19fV1zPoD","https://twitter.com/DavidPriess/status/988052411918012417/photo/1","photo","http://pbs.twimg.com/media/DbZEa0HXkAACyvv.jpg","https://t.co/N19fV1zPoD","https://twitter.com/DavidPriess/status/988052411918012417/photo/1",,,,"en",,,,,,,,,,,,,
"x988085556331544576",2018-04-22 16:02:09,"x158314798","LiamPayne","Thank you guys for supporting #Familiar. Love this! <f0><U+009F><U+0099><U+008F> https://t.co/rKDJ1VQ2rF","Twitter Web Client",,,,TRUE,FALSE,27191,7211,"Familiar",,"twitter.com/paperheartsljp…","https://t.co/rKDJ1VQ2rF","https://twitter.com/paperheartsljp/status/988058446921699334",,,,,,,,,,,"en","x988058446921699334","so... i’ve made my hometown #Familiar with THE song of summer 2018!!<f0><U+009F><U+0092><U+0083><f0><U+009F><U+008F><U+00BC><f0><U+009F><U+008E><U+00B6>
 - everyone go download &amp; stream the song to get Liam Payne &amp; J Balvin on their NUMBER 1<U+FE0F><U+20E3> spot!!<f0><U+009F><U+0092><U+009C> 
<f0><U+009F><U+0092><U+00A5> LET‘S DO THIS
@LiamPayne @JBALVIN <f0><U+009F><U+0092><U+00A5> https://t.co/qjhasXxM7U",,,,,,,,,,,
"x988037292932653056",2018-04-22 12:50:22,"x25073877","realDonaldTrump","Sleepy Eyes Chuck Todd of Fake News NBC just stated that we have given up so much in our negotiations with North Korea, and they have given up nothing. Wow, we haven’t given up anything &amp; they have agreed to denuclearization (so great for World), site closure, &amp; no more testing!","Twitter for iPhone",,,,FALSE,FALSE,72067,19442,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x988069945761193984",2018-04-22 15:00:07,"x3129056526","JYPETWICE","Happy Birthday CHAEYOUNG

#HappyCHAEYOUNGday https://t.co/3YQOgUhbuz","Twitter Web Client",,,,FALSE,FALSE,51147,28568,"HappyCHAEYOUNGday",,,,,"http://pbs.twimg.com/media/DbZT91WU0AAo5Xs.jpg","https://t.co/3YQOgUhbuz","https://twitter.com/JYPETWICE/status/988069945761193984/photo/1","photo","http://pbs.twimg.com/media/DbZT91WU0AAo5Xs.jpg","https://t.co/3YQOgUhbuz","https://twitter.com/JYPETWICE/status/988069945761193984/photo/1",,,,"en",,,,,,,,,,,,,
"x987704734399188992",2018-04-21 14:48:54,"x169686021","kanyewest","live in love not in fear","Twitter for iPhone",,,,FALSE,FALSE,137671,57891,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x988057678982283264",2018-04-22 14:11:22,"x34743251","SpaceX","Happy #EarthDay https://t.co/wrkH8zKAK3","Twitter for iPhone",,,,FALSE,FALSE,56740,14541,"EarthDay",,,,,"http://pbs.twimg.com/media/DbZJN2-UwAA53fT.jpg","https://t.co/wrkH8zKAK3","https://twitter.com/SpaceX/status/988057678982283264/photo/1","photo","http://pbs.twimg.com/media/DbZJN2-UwAA53fT.jpg","https://t.co/wrkH8zKAK3","https://twitter.com/SpaceX/status/988057678982283264/photo/1",,,,"en",,,,,,,,,,,,,
"x987768453338673152",2018-04-21 19:02:05,"x25073877","realDonaldTrump","Sylvester Stallone called me with the story of heavyweight boxing champion Jack Johnson. His trials and tribulations were great, his life complex and controversial. Others have looked at this over the years, most thought it would be done, but yes, I am considering a Full Pardon!","Twitter for iPhone",,,,FALSE,FALSE,86760,19070,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987699874362675201",2018-04-21 14:29:35,"x169686021","kanyewest","I don't subscribe the term and concept of God fearing.  That's a dated mentality that was used to control people. We are in the future. If God is love and love it's the opposite of fear then...<f0><U+009F><U+00A4><U+0094><f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F> to fear God makes no sense <f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F><f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F><f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F><f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F><f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F>","Twitter for iPhone",,,,FALSE,FALSE,84957,19177,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987650547376427008",2018-04-21 11:13:34,"x105119490","NiallOfficial","I love seeing this cities I’m in . Makes the whole touring experience so much better . <f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083> very happy","Twitter for iPhone",,,,FALSE,FALSE,97150,20388,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987696355341553665",2018-04-21 14:15:36,"x169686021","kanyewest","I love the way Candace Owens thinks","Twitter for iPhone",,,,FALSE,FALSE,71251,18488,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987596887753740290",2018-04-21 07:40:21,"x36042554","RoyalFamily","Happy 92nd Birthday to Her Majesty The Queen!
#QueensBirthday #HappyBirthdayHerMajesty https://t.co/6FqHbsJmyN","Twitter for iPhone",,,,FALSE,FALSE,70106,17245,"QueensBirthday HappyBirthdayHerMajesty",,,,,"http://pbs.twimg.com/media/DbSmG1sW4AcBwMM.jpg","https://t.co/6FqHbsJmyN","https://twitter.com/RoyalFamily/status/987596887753740290/photo/1","photo","http://pbs.twimg.com/media/DbSmG1sW4AcBwMM.jpg","https://t.co/6FqHbsJmyN","https://twitter.com/RoyalFamily/status/987596887753740290/photo/1",,,,"en",,,,,,,,,,,,,
"x987768240985296896",2018-04-21 19:01:15,"x755113","ShaunKing","I am told this is the clip that Kanye saw and loved. 

It’s sad actually. For him and for her. 

A market has always and will always exist for men and women like this who say what bigoted white folk love to hear. 

They will always have a seat at somebody’s table. https://t.co/TggV6JtW0I","Twitter for iPhone",,,,TRUE,FALSE,11335,4491,,,"twitter.com/realcandaceo/s…","https://t.co/TggV6JtW0I","https://twitter.com/realcandaceo/status/987450257159077888",,,,,,,,,,,"en","x987450257159077888","Black Lives Matter protesters showed up to my @UCLA event to protest. Here is a video clip of me smacking them down with the truth; they’re a bunch of whiny toddlers, pretending to be oppressed for attention. https://t.co/riBA0A3J1I",,,,,,,,,,,
"x987807283672367104",2018-04-21 21:36:23,"x26053643","jimmykimmel","A yr ago today, God gave us this tough little boy. Today, we thank the nurses &amp; doctors at @CedarsSinai &amp; @ChildrensLA who saved his life &amp; those who shared thoughts &amp; prayers. We cannot stay quiet. Please wish Billy happy birthday by REGISTERING TO VOTE! https://t.co/vp1QTi4h9H https://t.co/DXCalxIs94","Twitter for iPhone",,,,FALSE,FALSE,78487,8068,,,"vote.gov","https://t.co/vp1QTi4h9H","https://vote.gov","http://pbs.twimg.com/media/DbVletXVAAAbec6.jpg","https://t.co/DXCalxIs94","https://twitter.com/jimmykimmel/status/987807283672367104/photo/1","photo","http://pbs.twimg.com/media/DbVletXVAAAbec6.jpg","https://t.co/DXCalxIs94","https://twitter.com/jimmykimmel/status/987807283672367104/photo/1",,"x122514150 23006082","CedarsSinai ChildrensLA","en",,,,,,,,,,,,,
"x987563689271324672",2018-04-21 05:28:26,"x739784130","Camila_Cabello","“The greatest thing you'll ever learn is just to love, and be loved in return.""","Twitter for iPhone",,,,FALSE,FALSE,106188,36376,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x988052411918012417",2018-04-22 13:50:26,"x2521546890","DavidPriess","Each president in this photo did things I disagreed with politically. Quite a lot, in fact, for most of them.

And yet I never doubted that every single one of them acted based on core values, including love of country—not, primarily, love of self. https://t.co/N19fV1zPoD","Twitter for iPhone",,,,FALSE,FALSE,24864,6176,,,,,,"http://pbs.twimg.com/media/DbZEa0HXkAACyvv.jpg","https://t.co/N19fV1zPoD","https://twitter.com/DavidPriess/status/988052411918012417/photo/1","photo","http://pbs.twimg.com/media/DbZEa0HXkAACyvv.jpg","https://t.co/N19fV1zPoD","https://twitter.com/DavidPriess/status/988052411918012417/photo/1",,,,"en",,,,,,,,,,,,,
"x987718694754234368",2018-04-21 15:44:22,"x761503952","Hegazi","Great team effort today! Happy to see my brother @22mosalah after a tough game <f0><U+009F><U+0092><U+00AA><U+2764><f0><U+009F><U+0087><U+00AA><f0><U+009F><U+0087><U+00AC> #WBA #Egypt <U+2764><U+FE0F><U+2764><U+FE0F> https://t.co/gnCVF4C3kr","Twitter for iPhone",,,,FALSE,FALSE,52021,6209,"WBA Egypt",,,,,"http://pbs.twimg.com/media/DbUU4YsXcAAxXaF.jpg","https://t.co/gnCVF4C3kr","https://twitter.com/Hegazi/status/987718694754234368/photo/1","photo","http://pbs.twimg.com/media/DbUU4YsXcAAxXaF.jpg","https://t.co/gnCVF4C3kr","https://twitter.com/Hegazi/status/987718694754234368/photo/1",,"x2396677714","22mosalah","en",,,,,,,,,,,,,
"x987704734399188992",2018-04-21 14:48:54,"x169686021","kanyewest","live in love not in fear","Twitter for iPhone",,,,FALSE,FALSE,137671,57891,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987699874362675201",2018-04-21 14:29:35,"x169686021","kanyewest","I don't subscribe the term and concept of God fearing.  That's a dated mentality that was used to control people. We are in the future. If God is love and love it's the opposite of fear then...<f0><U+009F><U+00A4><U+0094><f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F> to fear God makes no sense <f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F><f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F><f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F><f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F><f0><U+009F><U+00A4><U+00B7><U+200D><U+2642><U+FE0F>","Twitter for iPhone",,,,FALSE,FALSE,84957,19177,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987650547376427008",2018-04-21 11:13:34,"x105119490","NiallOfficial","I love seeing this cities I’m in . Makes the whole touring experience so much better . <f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083> very happy","Twitter for iPhone",,,,FALSE,FALSE,97150,20388,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987696355341553665",2018-04-21 14:15:36,"x169686021","kanyewest","I love the way Candace Owens thinks","Twitter for iPhone",,,,FALSE,FALSE,71251,18488,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987596887753740290",2018-04-21 07:40:21,"x36042554","RoyalFamily","Happy 92nd Birthday to Her Majesty The Queen!
#QueensBirthday #HappyBirthdayHerMajesty https://t.co/6FqHbsJmyN","Twitter for iPhone",,,,FALSE,FALSE,70106,17245,"QueensBirthday HappyBirthdayHerMajesty",,,,,"http://pbs.twimg.com/media/DbSmG1sW4AcBwMM.jpg","https://t.co/6FqHbsJmyN","https://twitter.com/RoyalFamily/status/987596887753740290/photo/1","photo","http://pbs.twimg.com/media/DbSmG1sW4AcBwMM.jpg","https://t.co/6FqHbsJmyN","https://twitter.com/RoyalFamily/status/987596887753740290/photo/1",,,,"en",,,,,,,,,,,,,
"x987563689271324672",2018-04-21 05:28:26,"x739784130","Camila_Cabello","“The greatest thing you'll ever learn is just to love, and be loved in return.""","Twitter for iPhone",,,,FALSE,FALSE,106188,36376,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987463564305797126",2018-04-20 22:50:34,"x25073877","realDonaldTrump","North Korea has agreed to suspend all Nuclear Tests and close up a major test site. This is very good news for North Korea and the World - big progress! Look forward to our Summit.","Twitter for iPhone",,,,FALSE,FALSE,180975,46502,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987677372471218177",2018-04-21 13:00:10,"x23603092","etnow","New @BTS_twt music is on its way! The K-pop group announced their new album ‘LOVE YOURSELF: Tear’. https://t.co/zYuo9icUGL https://t.co/wdGzMERqYt","trueAnthem",,,,FALSE,FALSE,30419,10987,,,"et.tv/2K3kRyJ","https://t.co/zYuo9icUGL","https://et.tv/2K3kRyJ","http://pbs.twimg.com/media/DbTvVXUVwAAlQA7.jpg","https://t.co/wdGzMERqYt","https://twitter.com/etnow/status/987677372471218177/photo/1","photo","http://pbs.twimg.com/media/DbTvVXUVwAAlQA7.jpg","https://t.co/wdGzMERqYt","https://twitter.com/etnow/status/987677372471218177/photo/1",,"x335141638","BTS_twt","en",,,,,,,,,,,,,
"x987703755159191553",2018-04-21 14:45:00,"x46116615","iHeartRadio","V. patiently waiting for @BTS_twt's #LoveYourself coming out this May: https://t.co/zr7PXQnDwa <f0><U+009F><U+0099><U+008C><f0><U+009F><U+008F><U+00BB> https://t.co/lsZic9FUsd","TweetDeck",,,,FALSE,FALSE,26473,10496,"LoveYourself",,"ihr.fm/2vm6GS7","https://t.co/zr7PXQnDwa","http://ihr.fm/2vm6GS7","http://pbs.twimg.com/media/DbQB6tyX4AAkJBq.jpg","https://t.co/lsZic9FUsd","https://twitter.com/iHeartRadio/status/987703755159191553/photo/1","photo","http://pbs.twimg.com/media/DbQB6tyX4AAkJBq.jpg","https://t.co/lsZic9FUsd","https://twitter.com/iHeartRadio/status/987703755159191553/photo/1",,"x335141638","BTS_twt","en",,,,,,,,,,,,,
"x987523288279613440",2018-04-21 02:47:53,"x59338142","QldPolice","SUCH A GOOD BOY, MAX! He stayed with his 3-year-old human who was lost near Warwick last night while we frantically searched for her. For keeping her safe, you're now an honorary police dog. <f0><U+009F><U+0090><U+00B6>https://t.co/QiszGFP4gg via @ABCNews https://t.co/xxRc6ndeaK","Twitter Web Client",,,,FALSE,FALSE,63563,16489,,,"abc.net.au/news/2018-04-2…","https://t.co/QiszGFP4gg","http://www.abc.net.au/news/2018-04-21/max-blue-heeler-leads-rescuers-to-missing-girl-night-in-bush/9683494","http://pbs.twimg.com/media/DbRi13QU8AE6TtQ.jpg","https://t.co/xxRc6ndeaK","https://twitter.com/QldPolice/status/987523288279613440/photo/1","photo","http://pbs.twimg.com/media/DbRi13QU8AE6TtQ.jpg http://pbs.twimg.com/media/DbRi1z-V4AArZsv.jpg","https://t.co/xxRc6ndeaK https://t.co/xxRc6ndeaK","https://twitter.com/QldPolice/status/987523288279613440/photo/1 https://twitter.com/QldPolice/status/987523288279613440/photo/1",,"x2768501","abcnews","en",,,,,,,,,,,,,
"x987679850545778689",2018-04-21 13:10:01,"x25073877","realDonaldTrump","....non-existent “sources” and a drunk/drugged up loser who hates Michael, a fine person with a wonderful family. Michael is a businessman for his own account/lawyer who I have always liked &amp; respected. Most people will flip if the Government lets them out of trouble, even if....","Twitter for iPhone","x987679848284999680","x25073877","realDonaldTrump",FALSE,FALSE,43918,10052,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987570453458890752",2018-04-21 05:55:18,"x439125710","Ashton5SOS","Calum and I just walked past the venue we are playing at tomorrow and it’s nearly 1 am. Some wonderful woman were waiting already to see us, sleeping bags and all. I can’t express how much I feel after seeing this. Thank you for everything <f0><U+009F><U+008C><U+00B9><U+2764><U+FE0F>","Twitter for iPhone",,,,FALSE,FALSE,66359,13751,,,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json","Houston","Houston, TX","city","United States","US",,,"-95.823268 -95.069705 -95.069705 -95.823268 29.522325 29.522325 30.1546646 30.1546646"
"x987470932989050881",2018-04-20 23:19:51,"x25073877","realDonaldTrump","Just heard the Campaign was sued by the Obstructionist Democrats. This can be good news in that we will now counter for the DNC Server that they refused to give to the FBI, the Debbie Wasserman Schultz Servers and Documents held by the Pakistani mystery man and Clinton Emails.","Twitter for iPhone",,,,FALSE,FALSE,106151,30743,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987564729982894080",2018-04-21 05:32:34,"x125103240","AlexErnst","happy 4/20 from our family to yours https://t.co/Y2yeXIjABa","Twitter for iPhone",,,,FALSE,FALSE,112556,12732,,,,,,"http://pbs.twimg.com/media/DbSI4Y-U0AAVu-Z.jpg","https://t.co/Y2yeXIjABa","https://twitter.com/AlexErnst/status/987564729982894080/photo/1","photo","http://pbs.twimg.com/media/DbSI4Y-U0AAVu-Z.jpg","https://t.co/Y2yeXIjABa","https://twitter.com/AlexErnst/status/987564729982894080/photo/1",,,,"en",,,,,,,,,,,,,
"x987694003465302016",2018-04-21 14:06:15,"x129786468","urstrulyMahesh","Feeling blessed ... Glad I fulfilled the promise of making all of you proud. Thank you @sivakoratala sir for Bharat Ane Nenu. The Success of the film is a victory for all of us and for good cinema above all. Congratulations to my entire team. <f0><U+009F><U+0098><U+008A><f0><U+009F><U+0098><U+008A>","Twitter Web Client",,,,FALSE,FALSE,40213,6835,,,,,,,,,,,,,,"x149093702","sivakoratala","en",,,,,,,,,,,,,
"x987650547376427008",2018-04-21 11:13:34,"x105119490","NiallOfficial","I love seeing this cities I’m in . Makes the whole touring experience so much better . <f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083> very happy","Twitter for iPhone",,,,FALSE,FALSE,97150,20388,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987596887753740290",2018-04-21 07:40:21,"x36042554","RoyalFamily","Happy 92nd Birthday to Her Majesty The Queen!
#QueensBirthday #HappyBirthdayHerMajesty https://t.co/6FqHbsJmyN","Twitter for iPhone",,,,FALSE,FALSE,70106,17245,"QueensBirthday HappyBirthdayHerMajesty",,,,,"http://pbs.twimg.com/media/DbSmG1sW4AcBwMM.jpg","https://t.co/6FqHbsJmyN","https://twitter.com/RoyalFamily/status/987596887753740290/photo/1","photo","http://pbs.twimg.com/media/DbSmG1sW4AcBwMM.jpg","https://t.co/6FqHbsJmyN","https://twitter.com/RoyalFamily/status/987596887753740290/photo/1",,,,"en",,,,,,,,,,,,,
"x987563689271324672",2018-04-21 05:28:26,"x739784130","Camila_Cabello","“The greatest thing you'll ever learn is just to love, and be loved in return.""","Twitter for iPhone",,,,FALSE,FALSE,106188,36376,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987463564305797126",2018-04-20 22:50:34,"x25073877","realDonaldTrump","North Korea has agreed to suspend all Nuclear Tests and close up a major test site. This is very good news for North Korea and the World - big progress! Look forward to our Summit.","Twitter for iPhone",,,,FALSE,FALSE,180975,46502,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987677372471218177",2018-04-21 13:00:10,"x23603092","etnow","New @BTS_twt music is on its way! The K-pop group announced their new album ‘LOVE YOURSELF: Tear’. https://t.co/zYuo9icUGL https://t.co/wdGzMERqYt","trueAnthem",,,,FALSE,FALSE,30419,10987,,,"et.tv/2K3kRyJ","https://t.co/zYuo9icUGL","https://et.tv/2K3kRyJ","http://pbs.twimg.com/media/DbTvVXUVwAAlQA7.jpg","https://t.co/wdGzMERqYt","https://twitter.com/etnow/status/987677372471218177/photo/1","photo","http://pbs.twimg.com/media/DbTvVXUVwAAlQA7.jpg","https://t.co/wdGzMERqYt","https://twitter.com/etnow/status/987677372471218177/photo/1",,"x335141638","BTS_twt","en",,,,,,,,,,,,,
"x987523288279613440",2018-04-21 02:47:53,"x59338142","QldPolice","SUCH A GOOD BOY, MAX! He stayed with his 3-year-old human who was lost near Warwick last night while we frantically searched for her. For keeping her safe, you're now an honorary police dog. <f0><U+009F><U+0090><U+00B6>https://t.co/QiszGFP4gg via @ABCNews https://t.co/xxRc6ndeaK","Twitter Web Client",,,,FALSE,FALSE,63563,16489,,,"abc.net.au/news/2018-04-2…","https://t.co/QiszGFP4gg","http://www.abc.net.au/news/2018-04-21/max-blue-heeler-leads-rescuers-to-missing-girl-night-in-bush/9683494","http://pbs.twimg.com/media/DbRi13QU8AE6TtQ.jpg","https://t.co/xxRc6ndeaK","https://twitter.com/QldPolice/status/987523288279613440/photo/1","photo","http://pbs.twimg.com/media/DbRi13QU8AE6TtQ.jpg http://pbs.twimg.com/media/DbRi1z-V4AArZsv.jpg","https://t.co/xxRc6ndeaK https://t.co/xxRc6ndeaK","https://twitter.com/QldPolice/status/987523288279613440/photo/1 https://twitter.com/QldPolice/status/987523288279613440/photo/1",,"x2768501","abcnews","en",,,,,,,,,,,,,
